grupo estudio,year,universidad,titulo
Educación,2013,UNIV.DE TARAPACA,PERUANOS EN LAS ESCUELAS CHILENAS. LA INCLUSION DE MIGRANTES TRANSNACIONALES EN LA ENSEÑANZA BASICA Y MEDIA DE LA REGION DE ARICA Y PARINACOTA.
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,CONSTRUCCION Y EJERCICIO DE LA AUTORIDAD PEDAGOGICA EN LA ENSEÑANZA MEDIA ACTUAL Y SU CONTRIBUCION A LA GENERACION DE UN AMBIENTE PROPICIO PARA EL APRENDIZAJE.
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,DEL MARCO CURRICULAR A LA PRACTICA EDUCATIVA: RELACION DEL ALINEAMIENTO Y LA COHERENCIA CURRICULAR CON LOS APRENDIZAJES DE CONTENIDOS Y HABILIDADES EN CIENCIAS EN EL SUBSECTOR DE FISICA PARA 4° Y 8° BASICO
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,ESTUDIANTES SORDOS LEYENDO PARA APRENDER: ADQUISICION DE ESTRATEGIAS PARA LA LECTURA DE TEXTOS INFORMATIVOS EN ENSEÑANZA MEDIA Y EDUCACION SUPERIOR.
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,¿COMO PUEDE EL CONOCIMIENTO E INVESTIGACION DIGITAL (ERESEARCH) AYUDAR A MATERIALIZAR EL VINCULO DOCENCIA-INVESTIGACION EN EDUCACION SUPERIOR?
Educación,2013,PONT. UNIV. CATOLICA DE VALPARAISO,THE UNDERSTANDINGS OF NATURE OF SCIENCE AS FACTOR ENHANCE TEACHERS' AND STUDENTS' LEARNING OF EVOLUTION: ASSUMPTION OR REALITY?
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,PROFESORES PRINCIPIANTES: DESAFIOS DE LA INSERCION PROFESIONAL
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,"LEARNING ANALYTICS: UNDERSTANDING RELATIONSHIPS BETWEEN ELEARNING AND LIBRARY USE, STUDENT PERCEPTIONS OF THESE TOOLS AND LEARNING OUTCOMES"
Educación,2013,UNIV.CATOLICA DEL MAULE,ESTUDIO DE LAS RACIONALIDADES QUE ENMARCAN LA RELACION ESCUELA ESCUELA/FAMILIA DE DOCENTES Y APODERADOS: APORTES PARA EL ABORDAJE DEL MALESTAR EN LA CULTURA EDUCATIVA ACTUAL
Educación,2013,UNIV.ADOLFO IBANEZ,DESING AND DEVELOPMENT OF A COMPUTER SYSTEM TO SUPPORT THE COLLABORATIVE ASSESSMENT MARKING PROCESS OF OPEN ENDED QUESTIONS AND ITS EVALUATION IN UNIVERSITY COURSES.
Educación,2013,UNIV.DE SANTIAGO DE CHILE,DE LA MICROVIOLENCIA AL BUEN CLIMA ESCOLAR: SENTIDO Y ESTRATEGIAS PEDAGOGICAS DE INTERVENCION DOCENTE EN PROFESORES DE EDUCACION BASICA Y MEDIA
Educación,2013,UNIV.DIEGO PORTALES,JOVENES VULNERABLES COMO ANALISTAS CRITICOS DE DISCURSO: UN ESTUDIO PARTICIPATIVO SOBRE SUS PROPIOS APRENDIZAJES
Educación,2013,UNIV.DE SANTIAGO DE CHILE,EL PENSAMIENTO Y CONOCIMIENTO PEDAGOGICO-CURRICULAR EN LA FID: PROPUESTA DE UN MODELO EXPLICATIVO E INSTRUMENTO PARA DIAGNOSTICAR EL DESARROLLO DE COMPETENCIAS PEDAGOGICAS EN FUTUROS PROFESORES DE CIENCIAS EXPERIMENTALES Y MATEMATICAS
Educación,2013,UNIV.AUTONOMA DE CHILE,ANALISIS BIBLIOMETRICO E INTERPRETACION SOCIOCULTURAL DE LA PRODUCCION CIENTIFICO-TECNICA EN EL AMBITO DE LAS CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE EN CHILE.
Educación,2013,UNIV.CATOLICA DE TEMUCO,IMPACTO DEL APRENDIZAJE ENTRE IGUALES EN LA CONSTRUCCION DE LA COMPRENSION LECTORA Y DOMINIO LECTOR EN ALUMNOS/AS PERTENECIENTES A CONTEXTOS ESCOLARES VULNERABLES DE LA IX REGION
Educación,2013,UNIV.DE CHILE,LA COMPLEJIDAD DE LOS PROCESOS REALES DE TRABAJO DOCENTE:VINCULOS LABORALES Y SENTIDOS ATRIBUIDOS AL TRABAJO EN LA VIDA COTIDIANA DE DOCENTES DE DISTINTOS CONTEXTOS EDUCATIVOS.
Educación,2013,UNIV.ALBERTO HURTADO,"DIFERENCIAS EN LOS PROCESOS DE INSERCION A LA DOCENCIA EN ESCUELAS CHILENAS. LOS EFECTOS DE DISTINTOS CONTEXTOS ESCOLARES DE INICIACION SOBRE PRACTICAS DE ENSENANZAS, INCIDENTES CRITICOS Y ESTRATEGIAS EN PROFESORES PRINCIPIANTES"
Educación,2013,UNIV.AUSTRAL DE CHILE,ESCUELAS RURALES ACADEMICAMENTE EXITOSAS: EXPERIENCIAS SUSCEPTIBLES DE REPLICAR PARA LA MEJORA DE LA EDUCACION RURAL CHILENA
Educación,2013,UNIV.AUSTRAL DE CHILE,RELACION ENTRE LAS CONCEPCIONES DEL PROFESOR SOBRE APRENDER Y ENSEÑAR CON LOS TIPOS DE USOS EDUCATIVOS DE LAS TIC
Educación,2013,PONT. UNIV. CATOLICA DE VALPARAISO,¿QUE GEOGRAFIA ENSEÑAMOS?EL SIGNIFICADO DE LO GEOGRAFICO EN LAS PRACTICAS DE ENSEÑANZA DE LOS DOCENTES DE LA RED DE MAESTROS Y MICROCENTROS RURALES
Educación,2013,PONT. UNIV. CATOLICA DE VALPARAISO,"SIMCE DE EDUCACION FISICA: DISEÑO, APLICACION Y EVALUACION DE UNA NUEVA PROPUESTA"
Educación,2013,PONT. UNIV. CATOLICA DE VALPARAISO,COMPETENCIAS PROFESIONALES DOCENTES Y MODELOS DIDACTICOS DE PROFESORES NOVELES DE CIENCIAS
Educación,2013,PONT. UNIV. CATOLICA DE VALPARAISO,"DIMENCIONADO EL RETO DE LOS PROFESORES: ANALISIS DE LAS PRACTICAS DOCENTES DE LECTURA COLECTIVAS EN AULAS DE 3, 5 y 7 BASICO."
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,¿CUALES SON LAS COMPETENCIAS DE TRABAJO COLABORATIVO DE LOS ESTUDIANTES CHILENOS DE EDUCACION BASICA Y COMO PUEDEN SER PROMOVIDAS? DEL DIAGNOSTICO A LA INTERVENCION EN LA OBSERVACION DEL TRABAJO COLABORATIVO EN EL AULA
Educación,2013,PONT. UNIV. CATOLICA DE VALPARAISO,AVANZANDO HACIA EL RECONOCIMIENTO DE LAS NECESIDADES DE APOYO Y CALIDAD DE VIDA DE JOVENES Y ADULTOS CON DISCAPACIDAD INTELECTUAL O DEL DESARROLLO
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,"TIPOS DE TEORIAS IMPLICITAS SOBRE LOS PROCESOS DE ESCRITURA DE ESTUDIANTES,FORMADORES Y PROFESORES TUTORES DE PROGRAMAS DE FORMACION INICIAL DOCENTE:ANALISIS DE UNA RELACION SIGNIFICATIVA PARA EL DESARROLLO DE LAS COMPETENCIAS DE ESCRI"
Educación,2013,UNIV.DE CHILE,ALFABETIZACIONES MEDIATICAS Y APRENDIZAJES SITUADOS.EXPERIENCIAS DE ADOLESCENTES METROPOLITANOS EN PRODUCCIOM DE MEDIOS DENTRO Y FUERA DE LA ESCUELA.
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,TRATAMIENTO DE LA CONTINGENCIA DESDE EL DESARROLLO DE LA COMPETENCIA DE ARGUMENTACIÓN EN EL AULA DE MATEMÁTICAS
Educación,2014,UNIV.DE TARAPACA,CALIDAD DE LAS INSTITUCIONES DE EDUCACION SUPERIOR: EL IMPACTO DE LA GESTION DEL CONOCIMIENTO Y LOS ESTILOS DE LIDERAZGO
Educación,2014,UNIV.DE TARAPACA,ESTILOS DE LIDERAZGO Y CALIDAD DEL QUEHACER ACADEMICO EN LAS FACULTADES Y ESCUELAS DE EDUCACION DE CHILE
Educación,2014,UNIV.DIEGO PORTALES,"VIOLENCIAS EN LA ESCUELA DESDE LA PERSPECTIVA DE ESTUDIANTES, PROFESORES Y APODERADOS: UN ENFOQUE TRANSDICIPLINAR Y MULTI-METODOLOGICO PARA SU COMPRENSION"
Educación,2014,UNIV.CATOLICA DEL MAULE,COMPETENCIAS PARA LA FORMACION DE PROFESORES PARA UN DESEMPEÑO DE CALIDAD EN VULNERABILIDAD ESCOLAR DESDE SUS PROPIOS PROTAGONISTAS
Educación,2014,UNIV.DE CONCEPCION,PLATAFORMA ADAPTATIVA ONLINE PARA EL FORTALECIMIENTO DE LAS COMPETENCIAS MATEMATICAS Y PEDAGOGICAS A PARTIR DEL ESTUDIO LEXICO SEMANTICO DE ESTUDIANTES Y PROFESORES DE PEDAGOGIA EN MATEMATICA
Educación,2014,UNIV.CATOLICA DE TEMUCO,CONOCIMIENTOS GEOGRAFICOS Y TERRITORIALES MAPUCHES: UNA BASE PARA LA FORMULACION DE CONTENIDOS EDUCATIVOS INTERCULTURALES PERTINENTES Y CONTEXTUALIZADOS
Educación,2014,UNIV.CATOLICA DE TEMUCO,CONSTRUCCION SOCIAL DEL CONOCIMIENTO EDUCATIVO MAPUCHE: DOBLE RACIONALIDAD Y DESAFIOS PARA UNA ESCOLARIZACION INTERCULTURAL.
Educación,2014,UNIV.DE CONCEPCION,"ANALISIS PROSPECTIVO DE LA PREDISPOSICION AL APRENDIZAJE AUTODIRIGIDO EN ESTUDIANTES DE MEDICINA DURANTE LOS PRIMEROS CINCO AÑOS DE LA CARRERA Y SU RELACION CON ASPECTOS MOTIVACIONALES, AFECTIVOS Y DIRECTIVIDAD DOCENTE"
Educación,2014,UNIV.DE CONCEPCION,DISEÑO MULTIMODAL EN PRACTICAS LETRADAS ESCOLARES: AVANCES DESDE LOS CODIGOS RESTRINGIDOS A LOS ELABORADOS
Educación,2014,UNIV.DE CHILE,"IDEAS EDUCACIONALES EN CHILE DURANTE LA TRANSICION A LA DEMOCRACIA, LA APROPIACION DEL MOVIMIENTO DE ESCUELAS EFECTIVAS: SUJETOS, POLITICAS Y RESISTENCIAS (1990-2017)"
Educación,2014,UNIV.DE CHILE,"ELABORACION, APLICACION Y EVALUACION DE UN PROGRAMA EDUCATIVO EN ALIMENTACION SALUDABLE, PARTICIPATIVO Y CON USO DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION (TIC) PARA PROFESORES, ALUMNOS DE TERCERO, CUARTO Y QUINTO BASICO Y SUS"
Educación,2014,PONT. UNIV. CATOLICA DE VALPARAISO,MENTAL CONTRIBUTIONS AND MECHANISMS FOR THE USE OF THE BASIC CONCEPTS OF LINEAR ALGEBRA
Educación,2014,UNIV.DE CHILE,OBSERVAR Y PREGUNTAR: EVOLUCION DE HABILIDADES DE PENSAMIENTO CIENTIFICO DURANTE EL PRIMER Y SEGUNDO NIVEL DE TRANSICION
Educación,2014,UNIV.DE CHILE,HACIA UN MODELO DE SEGUIMIENTO DE LA FORMACION PERMANENTE DE PROFESORES: ANALISIS DESDE EL PROGRAMA DE POSTITULO EN MATEMATICAS PARA DOCENTES DE PRIMARIA.
Educación,2014,UNIV.CATOLICA DEL MAULE,"DESARROLLO DE LA COMPETENCIA COMUNICATIVA INTERCULTURAL (CCI) EN ESTUDIANTES UNIVERSITARIOS DE LAS REGIONES DEL MAULE, BIO-BIO Y LA ARAUCANIA."
Educación,2014,PONT. UNIV. CATOLICA DE VALPARAISO,LAS PRACTICAS DE LIDERAZGO PADAGOGICO DE DIRECTORES Y DIRECTORAS NOVELES: APRENDIZAJE SITUADO EN EL DESEMPEÑO DEL ROL
Educación,2014,PONT. UNIV. CATOLICA DE VALPARAISO,"POLITICAS Y PRACTICAS DE APOYO A LA CONVIVENCIA ESCOLAR EN AMBIENTES PUNITIVOS, SEGREGADOS Y DE HIGH-STAKES TESTING: EL CASO DE CHILE"
Educación,2014,UNIV.ALBERTO HURTADO,ARGUMENTACION PARA LA ENSEÑANZA DE CIENCIAS:UN ESTUDIO ACERCA DE LOS PROCESOS QUE MEDIAN LA INFLUENCIA DE LA ARGUMENTACION EN AULA EN EL APRENDIZAJE DE CIENCIAS
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,SCHOOL IMPROVEMENT AND STUDENTS' PROGRESS: HOW COMPATIBLE THEY ARE?
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,DESARROLLO SOCIOEMOCIONAL Y EXPRESIVIDAD GESTUAL DE EMOCIONES DE NIÑOS(AS) QUE ASISTEN A SALA CUNA Y SU RELACION CON VARIABLES DE APODERADOS Y PERSONAL EDUCATIVO
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,INSERCION DE LA SIMULACION CLINICA EN LA ENSEÑANZA MEDICA DE POSTGRADO Y EN EDUCACION MEDICA CONTINUA
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,IMPACTO EDUCACIONAL DEL ENTRENAMIENTO SIMULADO EN TECNICAS DE SUTURA PARA PREGRADO DE MEDICINA Y LAPAROSCOPIA AVANZADA PARA RESIDENTES DE POSTGRADO EN ESPECIALIDADES QUIRURGICAS
Educación,2014,UNIV.DE CHILE,UNIVERSIDADES DEL CHILE CONTEMPORANEO: EN BUSQUEDA DEL SENTIDO DE LO PUBLICO
Educación,2014,UNIV.AUTONOMA DE CHILE,"ESTATUS ESQUELETICO DE NIÑOS Y ADOLESCENTES ESCOLARES DEL AREA URBANA DE TEMUCO EN FUNCION DE LA EDAD, SEXO, NIVEL DE ACTIVIDAD FISICA, CONDICION SOCIOECONOMICA Y EL ESTADO NUTRICIONAL"
Educación,2014,UNIV.DE LA FRONTERA,CONSTRUCCIÓN AUTODIRIGIDA DEL SABER DOCENTE A TRAVÉS DEL USO DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN
Educación,2014,PONT. UNIV. CATOLICA DE VALPARAISO,CONOCIMIENTO ESPECIALIZADO DEL PROFESOR DE MATEMÁTICAS. CASO DE PROFESORES DE EDUCACIÓN MEDIA.
Educación,2014,UNIV.CENTRAL DE CHILE,DESCRIPTORES E INDICADORES DE DESEMPEÑO DOCENTE PARA EL DISEÑO DE UN MODELO DE DESARROLLO PROFESIONAL QUE FORTALEZCA LA PRÁCTICA DE PROFESORES DE BIOLOGÍA
Educación,2014,UNIV.ALBERTO HURTADO,THE EFFECTS OF MARKET AND ACCOUNTABILITY POLICIES: AN ETHNOGRAPHIC STUDY ON SCHOOL DAILY LIFE.
Educación,2014,UNIV.CATOLICA DE TEMUCO,SOCIALIZACIÓN EMOCIONAL EN LA EDUCACIÓN FAMILIAR MAPUCHE
Educación,2014,UNIV.ANDRES BELLO,USO DE ENTORNOS ASÍNCRONOS DE APRENDIZAJE COMO FACILITADORES DE LOS PROCESOS DE ENSEÑANZA EN LA UNIVERSIDAD DE SANTIAGO DE CHILE
Educación,2014,PONT. UNIV. CATOLICA DE VALPARAISO,ANÁLISIS DE DATOS ESTADÍSTICOS Y SUS REPRESENTACIONES EN LOS NIVELES KÍNDER A CUARTO GRADO: EL CASO DE LAS TABLAS
Educación,2014,UNIV.DE LOS ANDES,CARACTERIZACIÓN DE LAS EXPERIENCIAS Y VIVENCIAS DE ESTUDIANTES CON ALTA CAPACIDAD EN AULAS REGULARES: UN ESTUDIO EXPLORATORIO
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,DIFERENCIACIÓN DE PROGRAMAS EN EDUCACIÓN SUPERIOR: ADOPCIÓN Y DIFUSIÓN DE NUEVAS CARRERAS PROFESIONALES EN UNIVERSIDADES CHILENAS (1980-2015)
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,¿CÓMO FAMILIA E INSTRUCCIÓN PREESCOLAR INFLUYEN EN LA ADQUISICIÓN DE LA ALFABETIZACIÓN EN NIÑOS DE SECTORES DEPRIVADOS SOCIOCULTURALMENTE DESDE PRE KÍNDER HASTA 4° BÁSICO?
Educación,2014,UNIV.METROPOLITANA DE CS.DE LA EDUCACION,COMPETENCIAS PREDOMINANTES PARA LA ACCIÓN PROFESIONAL DE LOS DOCENTES Y DIRECTIVOS QUE SE DESEMPEÑAN EN MODALIDAD TÉCNICO PROFESIONAL. HACIA LA CONSTRUCCIÓN DE UNA PEDAGOGÍA PARA EDUCACIÓN MEDIA TÉCNICO PROFESIONAL.
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,LA VISITA DOMICILIARIA COMO ESTRATEGIA DE INTERVENCIÓN SOCIAL PARA AUMENTAR LA PARTICIPACIÓN DE LOS PADRES EN LA EDUCACIÓN DE SUS HIJOS EN ESCUELAS BÁSICAS MUNICIPALES
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,IMPACTO EN LAS PRÁCTICAS PEDAGÓGICAS A CORTO Y MEDIANO PLAZO DE UNA PROPUESTA E-LEARNING DE ACTUALIZACIÓN EN EVALUACIÓN DE APRENDIZAJES PARA PROFESORES EN EJERCICIO.
Educación,2014,UNIV.DE CHILE,EDUCACIÓN Y RACISMO CULTURAL: EVIDENCIAS Y DISCURSIVIDADES EN LOS AGENTES QUE IMPLEMENTAN EL PROGRAMA DE EDUCACIÓN INTERCULTURAL BILINGÜE (PEIB)
Educación,2014,PONT. UNIV. CATOLICA DE VALPARAISO,"PERCEPCIONES EN TORNO A LA MOTRICIDAD, LA CORPORALIDAD Y LAS PRÁCTICAS CORPORALES EN LA INFANCIA ¿DÓNDE ESTAMOS?"
Educación,2014,UNIV.DE CHILE,ESTRUCTURA TEXTUAL NARRATIVA Y EXPOSITIVA EN EL NIVEL PREESCOLAR Y SU RELACIÓN CON LA COMPRENSIÓN LECTORA TEMPRANA
Educación,2014,PONT. UNIV. CATOLICA DE CHILE,"INFLUENCIA DE LAS VARIABLES FAMILIARES, INSTRUCCIONALES Y DEL NIÑO EN EL DESARROLLO DE HABILIDADES MATEMÁTICAS DE NIÑOS PREESCOLARES CHILENOS"
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,"AMISTADES, GRUPOS DE PARES, E INDICADORES DE BIENESTAR Y DESARROLLO SOCIOEMOCIONAL EN ADOLESCENTES: TRAYECTORIAS Y PROCESOS DE DESARROLLO EN CONTEXTOS EXTRACURRICULARES."
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,TOWARDS AN EQUITABLE AND FAIR USE OF TEST SCORES: METHODOLOGICAL CONTRIBUTIONS ON SOME FAIRNESS ASSESSMENT PROCEDURES
Educación,2015,UNIV.DE SANTIAGO DE CHILE,EXPERIENCIAS DE APRENDIZAJE MEDIADO Y ANÁLISIS DE LA CONVERSACION EN LA SALA DE CLASE DE ESCUELAS DE DIVERSO CONTEXTO SOCIO-EDUCATIVO
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,AGRUPAMIENTO DE ESTUDIANTES AL INTERIOR DE LA ESCUELA Y PRÁCTICAS EDUCATIVAS. DISPOSITIVOS INSTITUCIONALES Y PEDAGÓGICOS DESARROLLADOS POR ESTABLECIMIENTOS CON ALTOS GRADOS DE EFICACIA ESCOLAR EN EL CIERRE DE BRECHAS DE APRENDIZAJE.
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,"CALIDAD DE LAS OPORTUNIDADES DE APRENDIZAJE EN AULAS DE CIENCIAS DE 4TO Y 8VO: ESTUDIO DE VIDEO SOBRE ORGANIZACIÓN, COHERENCIA E INTERACCIÓN EN ACTIVIDADES INSTRUCCIONALES"
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,ESTRATEGIAS DE APRENDIZAJE DE LA CLÍNICA Y SU RELACIÓN CON EL BIENESTAR SUBJETIVO Y EL RENDIMIENTO ACADÉMICO DE ESTUDIANTES DE MEDICINA. ESTUDIO MULTICÉNTRICO
Educación,2015,UNIV.DE TALCA,PROFUNDIZACIÓN ABIERTA Y ENCUBIERTA DEL MERCADO: LA POLÍTICA EDUCATIVA DEL GOBIERNO DE LA COALICIÓN POR EL CAMBIO (2010 -2013)
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,CONDICIONES COMUNICATIVAS PARA EL APRENDIZAJE EN LENGUAJE Y MATEMÁTICA: LENGUAJES Y VOCES DE ESTUDIANTES Y PROFESORES EN AULAS DE 5° AÑO BÁSICO
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,FUNDAMENTOS DEL FINANCIAMIENTO PÚBLICO A LA EDUCACIÓN SUPERIOR PRIVADA: ENTRE LA COLABORACIÓN CON LA FUNCIÓN EDUCACIONAL DEL ESTADO Y EL FOMENTO DE LA INICIATIVA PRIVADA EN EDUCACIÓN
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,IDENTIFICACIÓN Y CARACTERIZACIÓN DE COMPETENCIAS DE PENSAMIENTO CIENTÍFICO (CPC) DE EDUCADORAS DE PÁRVULOS EN FORMACIÓN INICIAL DOCENTE: UNA CONTRIBUCIÓN FUNDAMENTAL PARA LA EDUCACIÓN CIENTÍFICA EN LAS PRIMERAS EDADES.
Educación,2015,PONT. UNIV. CATOLICA DE VALPARAISO,"RIESGO DE ABANDONO EN EDUCACIÓN MEDIA: LOS CONTEXTOS SOCIALES, FAMILIARES Y EDUCATIVOS. UN ESTUDIO CUALITATIVO."
Educación,2015,UNIV.DE CHILE,"EDUCATIONAL, SOCIO-ECONOMIC, NEUROLOGICAL, PSYCHOLOGICAL, NUTRITIONAL, AND FAMILY VARIABLES AFFECTING THE UNIVERSITY SELECTION TEST (PSU) ACHIEVEMENT AND LATER JOB STATUS: A NINTH-YEAR FOLLOW-UP STUDY IN A MULTICAUSAL APPROACH."
Educación,2015,UNIV.DE PLAYA ANCHA CS. EDUCACION,TRAYECTORIAS MOTIVACIONALES EN LA FORMACIÓN PEDAGÓGICA: MOTIVACIÓN Y DESMOTIVACIÓN EN LA FORMACIÓN INICIAL DOCENTE (FID) DE FUTUROS PROFESORES DE EDUCACIÓN BÁSICA
Educación,2015,UNIV.DE CHILE,APRENDIZAJE PROFESIONAL DOCENTE COLABORATIVO EN CONTEXTOS ESCOLARES. OPORTUNIDADES Y LIMITACIONES
Educación,2015,UNIV.DE CHILE,"ORDENAMIENTO ACADÉMICO AL INTERIOR DE LOS ESTABLECIMIENTOS DEL SISTEMA ESCOLAR CHILENO: MAGNITUD, CAUSAS Y EFECTOS. EVIDENCIA PARA POLÍTICAS PÚBLICAS"
Educación,2015,PONT. UNIV. CATOLICA DE VALPARAISO,"DISEÑO, VALIDACIÓN Y EVALUACIÓN DE SECUENCIAS DE ENSEÑANZA APRENDIZAJE EN CIENCIAS PARA PROMOVER CAPACIDAD METAVISUAL MEDIANTE REALIDAD AUMENTADA"
Educación,2015,UNIV.DE LA FRONTERA,"ALFABETIZACIÓN FINANCIERA Y ECONÓMICA, ACTITUDES HACIA EL DINERO, PATRONES DE CONSUMO Y SATISFACCIÓN VITAL EN ESTUDIANTES SECUNDARIOS CHILENOS. HACIA UN MODELO INTEGRATIVO"
Educación,2015,UNIV.DE CONCEPCION,"LAS DIMENSIONES COGNITIVAS, AFECTIVAS Y SOCIALES DEL PROCESO DE PLANIFICACIÓN DE AULA Y SU RELACIÓN CON LOS DESEMPEÑOS PEDAGÓGICOS EN ESTUDIANTES DE PRÁCTICA PROFESIONAL Y PROFESORES NÓVELES DE PEDAGOGÍA EN INGLÉS"
Educación,2015,UNIV.DE CHILE,"CONOCER CON INTERFACES MULTIMODALES EN APRENDICES CIEGOS, CIMAC"
Educación,2015,UNIV.AUSTRAL DE CHILE,INTERFACES UNIVERSIDAD <-> SOCIEDAD DESDE LA PROSPECTIVA TRANSDISCIPLINARIA: METODOLOGÍA DE REDES COMPLEJAS Y MINERÍA DE DATOS APLICADAS A DINÁMICAS DE ORGANIZACIÓN DEL CONOCIMIENTO A ESCALA SOCIAL
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,EL APRENDIZAJE DE LA PROFESIÓN EN CONTEXTOS REALES DE TRABAJO. ESTUDIO COMPARATIVO DE ACTIVIDADES DE PRÁCTICAS FORMATIVAS EN LOS CASOS DE MEDICINA Y EDUCACIÓN.
Educación,2015,UNIV.DE SANTIAGO DE CHILE,EQUIDAD EN LA EDUCACIÓN SUPERIOR EN CHILE: RESULTADOS DE LA FORMACIÓN UNIVERSITARIA EN LA INSERCIÓN PROFESIONAL Y LABORAL DE EGRESADOS
Educación,2015,PONT. UNIV. CATOLICA DE VALPARAISO,NIÑOS Y NIÑAS DOBLEMENTE EXCEPCIONALES: IDENTIFICACIÓN Y CARACTERIZACIÓN EN LOS CONTEXTOS ESCOLAR Y FAMILIAR Y APORTES PARA SU ATENCIÓN PSICOEDUCATIVA
Educación,2015,UNIV.DE LA FRONTERA,IDENTIFICACIÓN DE LAS CARACTERÍSTICAS DE LAS TAREAS DE INVESTIGACIÓN EN INTERNET QUE PROMUEVEN PROCESOS COGNITIVOS SUPERIORES Y MEJORES ESTRATEGIAS DE BÚSQUEDA EN ESTUDIANTES DE EDUCACIÓN MEDIA
Educación,2015,UNIV.DE SANTIAGO DE CHILE,COGNITIVE PROCESSES PRIMED BY DIFFERENT COMPUTER-SUPPORTED READING PROCESSING STRATEGIES: AN EYE-MOVEMENT ANALYSIS
Educación,2015,PONT. UNIV. CATOLICA DE VALPARAISO,CONOCIMIENTO MATEMÁTICO FUNCIONAL VÍA LA MODELACIÓN EN AULA.
Educación,2015,PONT. UNIV. CATOLICA DE VALPARAISO,ESTUDIO DE LA EFECTIVIDAD DEL USO DE LA INDAGACIÓN Y VIDEOS EN EL LOGRO DE UN APRENDIZAJE SIGNIFICATIVO DE CONCEPTOS BÁSICOS DE ELECTROMAGNETISMO
Educación,2015,UNIV.DEL BIO-BIO,LA HISTORIA ESCOLAR EN CONTEXTOS INTERÉTNICOS E INTERCULTURALES: UN ESTUDIO DESDE EL SISTEMA ESCOLAR EN CONTEXTO MAPUCHE/ NO MAPUCHE
Educación,2015,PONT. UNIV. CATOLICA DE VALPARAISO,MEJORANDO LAS ACTITUDES HACIA LA CIENCIA EN LAS ASIGNATURAS DE FORMACIÓN INICIAL DE FUTUROS PROFESORES DE FÍSICA.
Educación,2015,UNIV.DIEGO PORTALES,"LOS RECURSOS Y CAPACIDADES COMO FACTORES EXPLICATIVOS DE LA CALIDAD, DESEMPEÑO E IMPACTO DE LOS ESTABLECIMIENTOS DE EDUCACIÓN PARVULARIA EN CHILE."
Educación,2015,UNIV.CATOLICA CARDENAL SILVA HENRIQUEZ,ALFABETIZACIÓN MICROPOLÍTICA DE DOCENTES PRINCIPIANTES QUE SE DESEMPEÑAN EN CONTEXTOS DE POBREZA
Educación,2015,UNIV.DE LOS LAGOS,"EXPLORACIÓN, CARACTERIZACIÓN Y DESARROLLO DEL CONOCIMIENTO DIDÁCTICO-MATEMÁTICO DE PROFESORES DE ENSEÑANZA MEDIA EN FORMACIÓN INICIAL, SOBRE LAS NOCIONES CLAVE DEL CÁLCULO"
Educación,2015,UNIV.DIEGO PORTALES,EFFECTS OF CHILEAN PUBLIC EARLY CHILDHOOD EDUCATION ON ACADEMIC AND SOCIO-EMOTIONAL OUTCOMES DURING ADOLESCENCE
Educación,2015,UNIV.DE CHILE,PEDAGOGÍA MISTRALIANA: EL DISCURSO PEDAGÓGICO DE GABRIELA MISTRAL EN LA PERSPECTIVA DE SU TRAYECTORIA INTELECTUAL
Educación,2015,UNIV.ALBERTO HURTADO,"EFECTO DE LA PARTICIPACIÓN DE PADRES, MADRES Y APODERADOS EN EL RENDIMIENTO ESCOLAR DE ESTUDIANTES QUE CURSAN TERCER AÑO DE LA ENSEÑANZA BÁSICA EN ESTABLECIMIENTOS EDUCACIONALES DE ALTA VULNERABILIDAD SOCIO-ECONÓMICA"
